,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,Level1_N,Level1_%,Level2_N,Level2_%,Level3_N,Level3_%,Level4_N,Level4_%,Level3+4_N,Level3+4_%
20433,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,3,2017,All Students,123,308,29,23.6,32,26.0,38,30.9,24,19.5,62,50.4
20434,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,4,2013,All Students,128,316,17,13.3,34,26.6,53,41.4,24,18.8,77,60.2
20435,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,4,2014,All Students,119,318,19,16.0,33,27.7,35,29.4,32,26.9,67,56.3
20436,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,4,2015,All Students,96,328,7,7.3,33,34.4,18,18.8,38,39.6,56,58.3
20437,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,4,2016,All Students,116,324,14,12.1,32,27.6,30,25.9,40,34.5,70,60.3
20438,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,4,2017,All Students,99,326,11,11.1,28,28.3,24,24.2,36,36.4,60,60.6
20439,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,5,2013,All Students,107,309,34,31.8,35,32.7,22,20.6,16,15.0,38,35.5
20440,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,5,2014,All Students,119,324,17,14.3,23,19.3,46,38.7,33,27.7,79,66.4
20441,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,5,2015,All Students,109,320,21,19.3,27,24.8,39,35.8,22,20.2,61,56.0
20442,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,5,2016,All Students,96,321,22,22.9,25,26.0,19,19.8,30,31.3,49,51.0
20443,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,5,2017,All Students,110,320,20,18.2,28,25.5,39,35.5,23,20.9,62,56.4
20444,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,2013,All Students,361,311,72,19.9,124,34.3,103,28.5,62,17.2,165,45.7
20445,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,2014,All Students,339,318,53,15.6,90,26.5,113,33.3,83,24.5,196,57.8
20446,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,2015,All Students,322,319,46,14.3,102,31.7,99,30.7,75,23.3,174,54.0
20447,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,2016,All Students,316,321,46,14.6,90,28.5,86,27.2,94,29.7,180,57.0
20448,28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,2017,All Students,332,318,60,18.1,88,26.5,101,30.4,83,25.0,184,55.4
20449,28Q182,PS 182 SAMANTHA SMITH,3,2013,All Students,156,290,62,39.7,59,37.8,31,19.9,4,2.6,35,22.4
20450,28Q182,PS 182 SAMANTHA SMITH,3,2014,All Students,240,284,116,48.3,77,32.1,33,13.8,14,5.8,47,19.6
20451,28Q182,PS 182 SAMANTHA SMITH,3,2015,All Students,131,288,64,48.9,42,32.1,17,13.0,8,6.1,25,19.1
20452,28Q182,PS 182 SAMANTHA SMITH,3,2016,All Students,133,294,43,32.3,52,39.1,26,19.5,12,9.0,38,28.6
20453,28Q182,PS 182 SAMANTHA SMITH,3,2017,All Students,127,292,48,37.8,38,29.9,28,22.0,13,10.2,41,32.3
20454,28Q182,PS 182 SAMANTHA SMITH,4,2013,All Students,137,296,41,29.9,62,45.3,24,17.5,10,7.3,34,24.8
20455,28Q182,PS 182 SAMANTHA SMITH,4,2014,All Students,149,297,43,28.9,57,38.3,40,26.8,9,6.0,49,32.9
20456,28Q182,PS 182 SAMANTHA SMITH,4,2015,All Students,226,288,95,42.0,85,37.6,29,12.8,17,7.5,46,20.4
20457,28Q182,PS 182 SAMANTHA SMITH,4,2016,All Students,130,287,62,47.7,34,26.2,22,16.9,12,9.2,34,26.2
20458,28Q182,PS 182 SAMANTHA SMITH,4,2017,All Students,133,289,54,40.6,45,33.8,23,17.3,11,8.3,34,25.6
20459,28Q182,PS 182 SAMANTHA SMITH,5,2014,All Students,134,299,44,32.8,58,43.3,25,18.7,7,5.2,32,23.9
20460,28Q182,PS 182 SAMANTHA SMITH,5,2015,All Students,147,290,68,46.3,46,31.3,27,18.4,6,4.1,33,22.4
20461,28Q182,PS 182 SAMANTHA SMITH,5,2016,All Students,208,293,98,47.1,63,30.3,28,13.5,19,9.1,47,22.6
20462,28Q182,PS 182 SAMANTHA SMITH,5,2017,All Students,128,284,78,60.9,23,18.0,21,16.4,6,4.7,27,21.1
20463,28Q182,PS 182 SAMANTHA SMITH,All Grades,2013,All Students,293,293,103,35.2,121,41.3,55,18.8,14,4.8,69,23.5
20464,28Q182,PS 182 SAMANTHA SMITH,All Grades,2014,All Students,523,292,203,38.8,192,36.7,98,18.7,30,5.7,128,24.5
20465,28Q182,PS 182 SAMANTHA SMITH,All Grades,2015,All Students,504,289,227,45.0,173,34.3,73,14.5,31,6.2,104,20.6
20466,28Q182,PS 182 SAMANTHA SMITH,All Grades,2016,All Students,471,292,203,43.1,149,31.6,76,16.1,43,9.1,119,25.3
20467,28Q182,PS 182 SAMANTHA SMITH,All Grades,2017,All Students,388,289,180,46.4,106,27.3,72,18.6,30,7.7,102,26.3
20468,28Q190,JHS 190 RUSSELL SAGE,6,2013,All Students,278,311,58,20.9,100,36.0,56,20.1,64,23.0,120,43.2
20469,28Q190,JHS 190 RUSSELL SAGE,6,2014,All Students,303,319,50,16.5,102,33.7,49,16.2,102,33.7,151,49.8
20470,28Q190,JHS 190 RUSSELL SAGE,6,2015,All Students,297,323,51,17.2,90,30.3,59,19.9,97,32.7,156,52.5
20471,28Q190,JHS 190 RUSSELL SAGE,6,2016,All Students,303,332,35,11.6,82,27.1,45,14.9,141,46.5,186,61.4
20472,28Q190,JHS 190 RUSSELL SAGE,6,2017,All Students,295,324,62,21.0,67,22.7,48,16.3,118,40.0,166,56.3
20473,28Q190,JHS 190 RUSSELL SAGE,7,2013,All Students,343,315,87,25.4,110,32.1,75,21.9,71,20.7,146,42.6
20474,28Q190,JHS 190 RUSSELL SAGE,7,2014,All Students,337,317,76,22.6,102,30.3,87,25.8,72,21.4,159,47.2
20475,28Q190,JHS 190 RUSSELL SAGE,7,2015,All Students,356,319,72,20.2,117,32.9,77,21.6,90,25.3,167,46.9
20476,28Q190,JHS 190 RUSSELL SAGE,7,2016,All Students,356,325,63,17.7,105,29.5,91,25.6,97,27.2,188,52.8
20477,28Q190,JHS 190 RUSSELL SAGE,7,2017,All Students,330,329,47,14.2,90,27.3,78,23.6,115,34.8,193,58.5
20478,28Q190,JHS 190 RUSSELL SAGE,8,2013,All Students,384,317,73,19.0,119,31.0,109,28.4,83,21.6,192,50.0
20479,28Q190,JHS 190 RUSSELL SAGE,8,2014,All Students,355,325,55,15.5,104,29.3,89,25.1,107,30.1,196,55.2
20480,28Q190,JHS 190 RUSSELL SAGE,8,2015,All Students,349,319,77,22.1,95,27.2,82,23.5,95,27.2,177,50.7
20481,28Q190,JHS 190 RUSSELL SAGE,8,2016,All Students,343,322,65,19.0,99,28.9,88,25.7,91,26.5,179,52.2
20482,28Q190,JHS 190 RUSSELL SAGE,8,2017,All Students,238,304,65,27.3,100,42.0,49,20.6,24,10.1,73,30.7
20483,28Q190,JHS 190 RUSSELL SAGE,All Grades,2013,All Students,1005,315,218,21.7,329,32.7,240,23.9,218,21.7,458,45.6
20484,28Q190,JHS 190 RUSSELL SAGE,All Grades,2014,All Students,995,321,181,18.2,308,31.0,225,22.6,281,28.2,506,50.9
20485,28Q190,JHS 190 RUSSELL SAGE,All Grades,2015,All Students,1002,320,200,20.0,302,30.1,218,21.8,282,28.1,500,49.9
20486,28Q190,JHS 190 RUSSELL SAGE,All Grades,2016,All Students,1002,326,163,16.3,286,28.5,224,22.4,329,32.8,553,55.2
20487,28Q190,JHS 190 RUSSELL SAGE,All Grades,2017,All Students,863,320,174,20.2,257,29.8,175,20.3,257,29.8,432,50.1
20488,28Q196,PS 196 GRAND CENTRAL PARKWAY,3,2013,All Students,85,344,2,2.4,11,12.9,23,27.1,49,57.6,72,84.7
20489,28Q196,PS 196 GRAND CENTRAL PARKWAY,3,2014,All Students,120,340,5,4.2,15,12.5,35,29.2,65,54.2,100,83.3
20490,28Q196,PS 196 GRAND CENTRAL PARKWAY,3,2015,All Students,124,340,5,4.0,14,11.3,35,28.2,70,56.5,105,84.7
20491,28Q196,PS 196 GRAND CENTRAL PARKWAY,3,2016,All Students,137,343,4,2.9,20,14.6,35,25.5,78,56.9,113,82.5
20492,28Q196,PS 196 GRAND CENTRAL PARKWAY,3,2017,All Students,117,339,6,5.1,15,12.8,29,24.8,67,57.3,96,82.1
20493,28Q196,PS 196 GRAND CENTRAL PARKWAY,4,2013,All Students,114,330,15,13.2,12,10.5,42,36.8,45,39.5,87,76.3
20494,28Q196,PS 196 GRAND CENTRAL PARKWAY,4,2014,All Students,119,356,2,1.7,13,10.9,29,24.4,75,63.0,104,87.4
20495,28Q196,PS 196 GRAND CENTRAL PARKWAY,4,2015,All Students,132,347,2,1.5,16,12.1,40,30.3,74,56.1,114,86.4
20496,28Q196,PS 196 GRAND CENTRAL PARKWAY,4,2016,All Students,158,349,2,1.3,22,13.9,32,20.3,102,64.6,134,84.8
20497,28Q196,PS 196 GRAND CENTRAL PARKWAY,4,2017,All Students,151,350,5,3.3,14,9.3,34,22.5,98,64.9,132,87.4
20498,28Q196,PS 196 GRAND CENTRAL PARKWAY,5,2013,All Students,91,341,4,4.4,17,18.7,28,30.8,42,46.2,70,76.9
20499,28Q196,PS 196 GRAND CENTRAL PARKWAY,5,2014,All Students,107,344,6,5.6,13,12.1,33,30.8,55,51.4,88,82.2
20500,28Q196,PS 196 GRAND CENTRAL PARKWAY,5,2015,All Students,105,354,6,5.7,8,7.6,26,24.8,65,61.9,91,86.7
20501,28Q196,PS 196 GRAND CENTRAL PARKWAY,5,2016,All Students,130,346,4,3.1,17,13.1,38,29.2,71,54.6,109,83.8
20502,28Q196,PS 196 GRAND CENTRAL PARKWAY,5,2017,All Students,157,351,6,3.8,11,7.0,44,28.0,96,61.1,140,89.2
20503,28Q196,PS 196 GRAND CENTRAL PARKWAY,All Grades,2013,All Students,290,338,21,7.2,40,13.8,93,32.1,136,46.9,229,79.0
20504,28Q196,PS 196 GRAND CENTRAL PARKWAY,All Grades,2014,All Students,346,347,13,3.8,41,11.8,97,28.0,195,56.4,292,84.4
20505,28Q196,PS 196 GRAND CENTRAL PARKWAY,All Grades,2015,All Students,361,347,13,3.6,38,10.5,101,28.0,209,57.9,310,85.9
20506,28Q196,PS 196 GRAND CENTRAL PARKWAY,All Grades,2016,All Students,425,346,10,2.4,59,13.9,105,24.7,251,59.1,356,83.8
20507,28Q196,PS 196 GRAND CENTRAL PARKWAY,All Grades,2017,All Students,425,348,17,4.0,40,9.4,107,25.2,261,61.4,368,86.6
20508,28Q206,PS 206 THE HORACE HARDING SCHOOL,3,2013,All Students,92,299,30,32.6,36,39.1,20,21.7,6,6.5,26,28.3
20509,28Q206,PS 206 THE HORACE HARDING SCHOOL,3,2014,All Students,97,291,37,38.1,39,40.2,19,19.6,2,2.1,21,21.6
20510,28Q206,PS 206 THE HORACE HARDING SCHOOL,3,2015,All Students,94,292,40,42.6,26,27.7,18,19.1,10,10.6,28,29.8
20511,28Q206,PS 206 THE HORACE HARDING SCHOOL,3,2016,All Students,99,295,33,33.3,34,34.3,25,25.3,7,7.1,32,32.3
20512,28Q206,PS 206 THE HORACE HARDING SCHOOL,3,2017,All Students,91,303,22,24.2,30,33.0,26,28.6,13,14.3,39,42.9
20513,28Q206,PS 206 THE HORACE HARDING SCHOOL,4,2013,All Students,96,297,30,31.3,33,34.4,23,24.0,10,10.4,33,34.4
20514,28Q206,PS 206 THE HORACE HARDING SCHOOL,4,2014,All Students,91,304,35,38.5,20,22.0,20,22.0,16,17.6,36,39.6
20515,28Q206,PS 206 THE HORACE HARDING SCHOOL,4,2015,All Students,90,291,37,41.1,26,28.9,22,24.4,5,5.6,27,30.0
20516,28Q206,PS 206 THE HORACE HARDING SCHOOL,4,2016,All Students,94,297,30,31.9,31,33.0,18,19.1,15,16.0,33,35.1
20517,28Q206,PS 206 THE HORACE HARDING SCHOOL,4,2017,All Students,91,298,29,31.9,34,37.4,11,12.1,17,18.7,28,30.8
20518,28Q206,PS 206 THE HORACE HARDING SCHOOL,5,2013,All Students,105,305,43,41.0,28,26.7,18,17.1,16,15.2,34,32.4
20519,28Q206,PS 206 THE HORACE HARDING SCHOOL,5,2014,All Students,95,310,27,28.4,31,32.6,20,21.1,17,17.9,37,38.9
20520,28Q206,PS 206 THE HORACE HARDING SCHOOL,5,2015,All Students,88,311,28,31.8,19,21.6,27,30.7,14,15.9,41,46.6
20521,28Q206,PS 206 THE HORACE HARDING SCHOOL,5,2016,All Students,82,302,30,36.6,32,39.0,13,15.9,7,8.5,20,24.4
20522,28Q206,PS 206 THE HORACE HARDING SCHOOL,5,2017,All Students,92,303,35,38.0,25,27.2,17,18.5,15,16.3,32,34.8
20523,28Q206,PS 206 THE HORACE HARDING SCHOOL,All Grades,2013,All Students,293,300,103,35.2,97,33.1,61,20.8,32,10.9,93,31.7
20524,28Q206,PS 206 THE HORACE HARDING SCHOOL,All Grades,2014,All Students,283,302,99,35.0,90,31.8,59,20.8,35,12.4,94,33.2
20525,28Q206,PS 206 THE HORACE HARDING SCHOOL,All Grades,2015,All Students,272,298,105,38.6,71,26.1,67,24.6,29,10.7,96,35.3
20526,28Q206,PS 206 THE HORACE HARDING SCHOOL,All Grades,2016,All Students,275,298,93,33.8,97,35.3,56,20.4,29,10.5,85,30.9
20527,28Q206,PS 206 THE HORACE HARDING SCHOOL,All Grades,2017,All Students,274,301,86,31.4,89,32.5,54,19.7,45,16.4,99,36.1
20528,28Q217,JHS 217 ROBERT A VAN WYCK,6,2013,All Students,491,296,168,34.2,193,39.3,77,15.7,53,10.8,130,26.5
20529,28Q217,JHS 217 ROBERT A VAN WYCK,6,2014,All Students,491,299,155,31.6,168,34.2,99,20.2,69,14.1,168,34.2
20530,28Q217,JHS 217 ROBERT A VAN WYCK,6,2015,All Students,502,302,149,29.7,168,33.5,104,20.7,81,16.1,185,36.9
20531,28Q217,JHS 217 ROBERT A VAN WYCK,6,2016,All Students,472,301,123,26.1,200,42.4,73,15.5,76,16.1,149,31.6
20532,28Q217,JHS 217 ROBERT A VAN WYCK,6,2017,All Students,512,298,172,33.6,170,33.2,97,18.9,73,14.3,170,33.2
20533,28Q217,JHS 217 ROBERT A VAN WYCK,7,2013,All Students,557,295,240,43.1,197,35.4,86,15.4,34,6.1,120,21.5
20534,28Q217,JHS 217 ROBERT A VAN WYCK,7,2014,All Students,538,300,197,36.6,188,34.9,110,20.4,43,8.0,153,28.4
20535,28Q217,JHS 217 ROBERT A VAN WYCK,7,2015,All Students,530,306,168,31.7,170,32.1,123,23.2,69,13.0,192,36.2
20536,28Q217,JHS 217 ROBERT A VAN WYCK,7,2016,All Students,525,304,169,32.2,165,31.4,139,26.5,52,9.9,191,36.4
20537,28Q217,JHS 217 ROBERT A VAN WYCK,7,2017,All Students,527,303,196,37.2,163,30.9,95,18.0,73,13.9,168,31.9
20538,28Q217,JHS 217 ROBERT A VAN WYCK,8,2013,All Students,624,293,256,41.0,248,39.7,92,14.7,28,4.5,120,19.2
20539,28Q217,JHS 217 ROBERT A VAN WYCK,8,2014,All Students,226,276,124,54.9,92,40.7,10,4.4,0,0.0,10,4.4
20540,28Q217,JHS 217 ROBERT A VAN WYCK,8,2015,All Students,63,253,53,84.1,9,14.3,1,1.6,0,0.0,1,1.6
20541,28Q217,JHS 217 ROBERT A VAN WYCK,8,2016,All Students,94,265,62,66.0,28,29.8,3,3.2,1,1.1,4,4.3
20542,28Q217,JHS 217 ROBERT A VAN WYCK,8,2017,All Students,74,254,58,78.4,15,20.3,1,1.4,0,0.0,1,1.4
20543,28Q217,JHS 217 ROBERT A VAN WYCK,All Grades,2013,All Students,1672,295,664,39.7,638,38.2,255,15.3,115,6.9,370,22.1
20544,28Q217,JHS 217 ROBERT A VAN WYCK,All Grades,2014,All Students,1255,296,476,37.9,448,35.7,219,17.5,112,8.9,331,26.4
20545,28Q217,JHS 217 ROBERT A VAN WYCK,All Grades,2015,All Students,1095,301,370,33.8,347,31.7,228,20.8,150,13.7,378,34.5
20546,28Q217,JHS 217 ROBERT A VAN WYCK,All Grades,2016,All Students,1091,300,354,32.4,393,36.0,215,19.7,129,11.8,344,31.5
20547,28Q217,JHS 217 ROBERT A VAN WYCK,All Grades,2017,All Students,1113,297,426,38.3,348,31.3,193,17.3,146,13.1,339,30.5
20548,28Q220,PS 220 EDWARD MANDEL,3,2013,All Students,110,301,34,30.9,34,30.9,21,19.1,21,19.1,42,38.2
20549,28Q220,PS 220 EDWARD MANDEL,3,2014,All Students,121,305,32,26.4,38,31.4,25,20.7,26,21.5,51,42.1
20550,28Q220,PS 220 EDWARD MANDEL,3,2015,All Students,111,310,26,23.4,36,32.4,22,19.8,27,24.3,49,44.1
20551,28Q220,PS 220 EDWARD MANDEL,3,2016,All Students,103,307,24,23.3,37,35.9,22,21.4,20,19.4,42,40.8
20552,28Q220,PS 220 EDWARD MANDEL,3,2017,All Students,117,313,28,23.9,22,18.8,28,23.9,39,33.3,67,57.3
20553,28Q220,PS 220 EDWARD MANDEL,4,2013,All Students,100,307,23,23.0,38,38.0,22,22.0,17,17.0,39,39.0
20554,28Q220,PS 220 EDWARD MANDEL,4,2014,All Students,110,314,25,22.7,30,27.3,21,19.1,34,30.9,55,50.0
20555,28Q220,PS 220 EDWARD MANDEL,4,2015,All Students,117,314,22,18.8,37,31.6,25,21.4,33,28.2,58,49.6
20556,28Q220,PS 220 EDWARD MANDEL,4,2016,All Students,108,310,26,24.1,32,29.6,25,23.1,25,23.1,50,46.3
20557,28Q220,PS 220 EDWARD MANDEL,4,2017,All Students,101,303,33,32.7,26,25.7,21,20.8,21,20.8,42,41.6
20558,28Q220,PS 220 EDWARD MANDEL,5,2013,All Students,72,308,24,33.3,24,33.3,10,13.9,14,19.4,24,33.3
20559,28Q220,PS 220 EDWARD MANDEL,5,2014,All Students,90,312,19,21.1,35,38.9,17,18.9,19,21.1,36,40.0
20560,28Q220,PS 220 EDWARD MANDEL,5,2015,All Students,110,316,28,25.5,27,24.5,27,24.5,28,25.5,55,50.0
20561,28Q220,PS 220 EDWARD MANDEL,5,2016,All Students,115,313,33,28.7,35,30.4,22,19.1,25,21.7,47,40.9
20562,28Q220,PS 220 EDWARD MANDEL,5,2017,All Students,101,311,31,30.7,23,22.8,28,27.7,19,18.8,47,46.5
20563,28Q220,PS 220 EDWARD MANDEL,All Grades,2013,All Students,282,305,81,28.7,96,34.0,53,18.8,52,18.4,105,37.2
20564,28Q220,PS 220 EDWARD MANDEL,All Grades,2014,All Students,321,310,76,23.7,103,32.1,63,19.6,79,24.6,142,44.2
20565,28Q220,PS 220 EDWARD MANDEL,All Grades,2015,All Students,338,313,76,22.5,100,29.6,74,21.9,88,26.0,162,47.9
20566,28Q220,PS 220 EDWARD MANDEL,All Grades,2016,All Students,326,310,83,25.5,104,31.9,69,21.2,70,21.5,139,42.6
20567,28Q220,PS 220 EDWARD MANDEL,All Grades,2017,All Students,319,309,92,28.8,71,22.3,77,24.1,79,24.8,156,48.9
20568,28Q284,YORK EARLY COLLEGE ACADEMY,6,2013,All Students,95,326,5,5.3,29,30.5,32,33.7,29,30.5,61,64.2
20569,28Q284,YORK EARLY COLLEGE ACADEMY,6,2014,All Students,94,331,8,8.5,19,20.2,28,29.8,39,41.5,67,71.3
20570,28Q284,YORK EARLY COLLEGE ACADEMY,6,2015,All Students,91,319,12,13.2,26,28.6,30,33.0,23,25.3,53,58.2
20571,28Q284,YORK EARLY COLLEGE ACADEMY,6,2016,All Students,90,331,3,3.3,22,24.4,29,32.2,36,40.0,65,72.2
20572,28Q284,YORK EARLY COLLEGE ACADEMY,6,2017,All Students,86,315,17,19.8,27,31.4,21,24.4,21,24.4,42,48.8
20573,28Q284,YORK EARLY COLLEGE ACADEMY,7,2013,All Students,85,314,19,22.4,35,41.2,20,23.5,11,12.9,31,36.5
20574,28Q284,YORK EARLY COLLEGE ACADEMY,7,2014,All Students,87,323,12,13.8,26,29.9,34,39.1,15,17.2,49,56.3
20575,28Q284,YORK EARLY COLLEGE ACADEMY,7,2015,All Students,94,335,6,6.4,20,21.3,36,38.3,32,34.0,68,72.3
20576,28Q284,YORK EARLY COLLEGE ACADEMY,7,2016,All Students,91,310,20,22.0,38,41.8,21,23.1,12,13.2,33,36.3
20577,28Q284,YORK EARLY COLLEGE ACADEMY,7,2017,All Students,88,325,5,5.7,34,38.6,34,38.6,15,17.0,49,55.7
20578,28Q284,YORK EARLY COLLEGE ACADEMY,8,2013,All Students,77,312,13,16.9,34,44.2,26,33.8,4,5.2,30,39.0
20579,28Q284,YORK EARLY COLLEGE ACADEMY,8,2014,All Students,28,281,13,46.4,15,53.6,0,0.0,0,0.0,0,0.0
20580,28Q284,YORK EARLY COLLEGE ACADEMY,8,2015,All Students,29,285,14,48.3,14,48.3,1,3.4,0,0.0,1,3.4
20581,28Q284,YORK EARLY COLLEGE ACADEMY,All Grades,2013,All Students,257,318,37,14.4,98,38.1,78,30.4,44,17.1,122,47.5
20582,28Q284,YORK EARLY COLLEGE ACADEMY,All Grades,2014,All Students,209,321,33,15.8,60,28.7,62,29.7,54,25.8,116,55.5
20583,28Q284,YORK EARLY COLLEGE ACADEMY,All Grades,2015,All Students,214,321,32,15.0,60,28.0,67,31.3,55,25.7,122,57.0
20584,28Q284,YORK EARLY COLLEGE ACADEMY,All Grades,2016,All Students,181,320,23,12.7,60,33.1,50,27.6,48,26.5,98,54.1
20585,28Q284,YORK EARLY COLLEGE ACADEMY,All Grades,2017,All Students,174,320,22,12.6,61,35.1,55,31.6,36,20.7,91,52.3
20586,28Q287,THE EMERSON SCHOOL,6,2014,All Students,100,297,29,29.0,48,48.0,13,13.0,10,10.0,23,23.0
20587,28Q287,THE EMERSON SCHOOL,6,2015,All Students,118,285,50,42.4,52,44.1,11,9.3,5,4.2,16,13.6
20588,28Q287,THE EMERSON SCHOOL,6,2016,All Students,103,282,52,50.5,36,35.0,7,6.8,8,7.8,15,14.6
20589,28Q287,THE EMERSON SCHOOL,6,2017,All Students,118,289,51,43.2,41,34.7,17,14.4,9,7.6,26,22.0
20590,28Q287,THE EMERSON SCHOOL,7,2015,All Students,96,292,48,50.0,33,34.4,14,14.6,1,1.0,15,15.6
20591,28Q287,THE EMERSON SCHOOL,7,2016,All Students,124,277,74,59.7,42,33.9,8,6.5,0,0.0,8,6.5
20592,28Q287,THE EMERSON SCHOOL,7,2017,All Students,109,289,60,55.0,34,31.2,13,11.9,2,1.8,15,13.8
20593,28Q287,THE EMERSON SCHOOL,8,2016,All Students,74,269,47,63.5,24,32.4,3,4.1,0,0.0,3,4.1
20594,28Q287,THE EMERSON SCHOOL,8,2017,All Students,62,257,54,87.1,8,12.9,0,0.0,0,0.0,0,0.0
20595,28Q287,THE EMERSON SCHOOL,All Grades,2014,All Students,100,297,29,29.0,48,48.0,13,13.0,10,10.0,23,23.0
20596,28Q287,THE EMERSON SCHOOL,All Grades,2015,All Students,214,288,98,45.8,85,39.7,25,11.7,6,2.8,31,14.5
20597,28Q287,THE EMERSON SCHOOL,All Grades,2016,All Students,301,277,173,57.5,102,33.9,18,6.0,8,2.7,26,8.6
20598,28Q287,THE EMERSON SCHOOL,All Grades,2017,All Students,289,282,165,57.1,83,28.7,30,10.4,11,3.8,41,14.2
20599,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3,2013,All Students,40,336,2,5.0,11,27.5,7,17.5,20,50.0,27,67.5
20600,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3,2014,All Students,32,342,0,0.0,4,12.5,10,31.3,18,56.3,28,87.5
20601,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3,2015,All Students,41,346,0,0.0,4,9.8,13,31.7,24,58.5,37,90.2
20602,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3,2016,All Students,29,341,0,0.0,3,10.3,11,37.9,15,51.7,26,89.7
20603,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3,2017,All Students,36,366,0,0.0,0,0.0,6,16.7,30,83.3,36,100.0
20604,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,2013,All Students,40,336,2,5.0,11,27.5,7,17.5,20,50.0,27,67.5
20605,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,2014,All Students,32,342,0,0.0,4,12.5,10,31.3,18,56.3,28,87.5
20606,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,2015,All Students,41,346,0,0.0,4,9.8,13,31.7,24,58.5,37,90.2
20607,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,2016,All Students,29,341,0,0.0,3,10.3,11,37.9,15,51.7,26,89.7
20608,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,2017,All Students,36,366,0,0.0,0,0.0,6,16.7,30,83.3,36,100.0
20609,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,6,2013,All Students,79,304,17,21.5,43,54.4,11,13.9,8,10.1,19,24.1
20610,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,6,2014,All Students,84,301,24,28.6,32,38.1,18,21.4,10,11.9,28,33.3
20611,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,6,2015,All Students,82,308,15,18.3,36,43.9,22,26.8,9,11.0,31,37.8
20612,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,6,2016,All Students,72,309,15,20.8,28,38.9,11,15.3,18,25.0,29,40.3
20613,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,6,2017,All Students,76,305,18,23.7,31,40.8,12,15.8,15,19.7,27,35.5
20614,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,7,2013,All Students,79,295,36,45.6,26,32.9,11,13.9,6,7.6,17,21.5
20615,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,7,2014,All Students,74,305,22,29.7,31,41.9,16,21.6,5,6.8,21,28.4
20616,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,7,2015,All Students,83,299,33,39.8,33,39.8,14,16.9,3,3.6,17,20.5
20617,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,7,2016,All Students,81,299,28,34.6,33,40.7,13,16.0,7,8.6,20,24.7
20618,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,7,2017,All Students,73,306,18,24.7,34,46.6,15,20.5,6,8.2,21,28.8
20619,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,8,2013,All Students,58,290,19,32.8,33,56.9,5,8.6,1,1.7,6,10.3
20620,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,8,2014,All Students,79,297,34,43.0,26,32.9,15,19.0,4,5.1,19,24.1
20621,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,8,2015,All Students,46,266,33,71.7,13,28.3,0,0.0,0,0.0,0,0.0
20622,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,8,2016,All Students,78,302,20,25.6,43,55.1,10,12.8,5,6.4,15,19.2
